_id;Sr No.;Year;Region;Sub Region;Motor Cycles;Scooters;Moped;Cars;Jeeps;Stn. Wagons;Taxis meter fited;Luxury /Turist Cabs/;Auto-rikshaws;Stage carriages;Contract carriages /Mini Bus;School Buses;Private Service Vehicles;Ambulances;Articulated/Multi.;Trucks & Lorries;Tanker;Delivery Van (4 wheelers);Delivery Van (3 wheelers);Tractors;Trailors;Others
361;361;2007-2008;Panvel Region;Ratnagiri;65811;26322;4137;10488;4362;484;0;441;14758;588;190;47;61;164;27;5038;115;4602;3749;490;545;141
362;362;2007-2008;Panvel Region;Sindhudurg;38647;11798;4098;4164;1287;725;1;46;7608;342;28;20;36;62;1;1875;31;1906;1225;360;407;47
363;363;2007-2008;Kolhapur Region;Kolhapur;319922;57300;44963;38032;17260;92;0;621;12677;897;593;50;89;181;0;10819;663;6377;5567;15339;16252;793
364;364;2007-2008;Kolhapur Region;Sangli;193806;38384;37079;18547;10601;352;3;908;6938;873;42;35;25;114;0;5835;341;5826;4201;12053;11662;226
365;365;2007-2008;Kolhapur Region;Satara;196930;26318;29504;17506;10918;109;1619;1961;9029;613;108;68;38;108;0;6579;254;6720;5458;15676;14591;304
366;366;2007-2008;Kolhapur Region;Karad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;367;2007-2008;Pune Region;Pune;715709;307787;191175;198428;39631;950;0;12504;60189;5254;4905;429;1375;945;53;28723;3403;17695;20700;16059;9482;3391
368;368;2007-2008;Pune Region;Solapur;192244;35342;56647;13188;10674;215;0;641;8071;251;105;20;44;135;25;7553;94;7349;4049;10590;11084;96
369;369;2007-2008;Pune Region;Pimpri-Chinchwad;305855;93635;38679;52592;13086;65;0;5538;5926;550;1751;49;460;337;0;9208;445;10976;13115;6665;3325;628
370;370;2007-2008;Pune Region;Baramati;72946;2560;466;5717;3118;7;0;356;984;1;97;8;45;44;6;3475;431;3634;3278;5350;7749;204
371;371;2007-2008;Pune Region;Akluj;36461;5;14;5594;1044;13;0;111;309;45;22;7;4;72;0;770;60;1173;933;2376;1874;147
372;372;2007-2008;Nashik Region;Nashik;349141;97045;48955;49270;23154;91;2041;1335;23241;826;257;231;182;276;5;8498;432;11791;5420;29611;18352;779
373;373;2007-2008;Nashik Region;Ahmednagar;163754;24540;35617;10314;6744;254;678;660;4235;761;55;21;37;99;1;4788;208;5036;4404;9422;8036;1537
374;374;2007-2008;Nashik Region;Srirampur;174479;10888;20221;11447;7659;776;1068;1300;4658;0;19;113;54;115;1;4522;436;4428;4668;14620;12738;293
375;375;2007-2008;Nashik Region;Malegaon;81066;6314;4082;4824;2661;2;549;540;6263;2;13;32;6;29;0;3442;98;2889;1045;7069;7559;104
376;376;2007-2008;Dhule Region;Dhule;89669;15956;23971;8330;5017;157;0;2320;9841;616;188;56;21;70;1;7611;295;3410;2419;9342;8891;121
377;377;2007-2008;Dhule Region;Jalgaon;207638;38852;51446;16052;6906;528;0;2181;17157;707;252;69;1747;112;0;5256;279;4609;4365;15579;15306;180
378;378;2007-2008;Dhule Region;Nandurbar;27759;303;1370;1701;1061;526;0;203;600;7;18;11;20;10;0;384;60;423;865;2813;1959;167
379;379;2007-2008;Aurangabad Region;Aurangabad;259316;62334;46870;25475;14371;1122;0;2291;24112;3713;437;361;371;197;0;7283;1542;8708;8702;13032;8960;253
380;380;2007-2008;Aurangabad Region;Jalna;62298;6290;7874;3122;2564;128;0;418;2093;242;28;36;47;71;0;935;172;1688;2629;5344;4266;35
381;381;2007-2008;Aurangabad Region;Beed;63427;7056;15392;4148;8319;1;0;87;5633;440;60;49;16;7;0;2713;162;2182;2446;5120;4449;27
382;382;2007-2008;Latur Region;Latur;72868;8143;20936;7364;4745;387;0;652;8127;360;140;54;28;39;13;4438;90;2413;3287;6474;5355;20
383;383;2007-2008;Latur Region;Osmanabad;45154;1757;3759;4362;3127;54;0;329;3567;307;7;59;3;15;0;2748;146;2778;2529;5019;3697;109
384;384;2007-2008;Latur Region;Ambejogai;14138;68;1109;1330;1529;0;0;0;1944;0;0;3;0;0;0;1160;20;354;1256;1128;925;0
385;385;2007-2008;Nanded Region;Nanded;75437;49;1390;2232;1856;0;35;209;2919;0;6;10;0;0;18;1158;48;505;1257;1513;1073;5
386;386;2007-2008;Nanded Region;Parbhani;48906;3041;9737;2761;3697;18;0;402;6261;319;45;20;8;86;130;2021;104;1153;1001;2971;2055;99
387;387;2007-2008;Nanded Region;Hingoli;29105;2465;6393;2349;2364;0;0;332;2866;96;107;13;11;44;0;1152;56;1138;445;3340;2474;22
388;388;2007-2008;Amrawati Region;Amrawati;116291;37561;71008;10196;4324;329;0;981;13622;524;208;28;24;96;0;4371;204;2405;2736;6089;4775;188
389;389;2007-2008;Amrawati Region;Buldhana;89031;7903;19775;3035;2952;186;1360;0;8917;440;133;60;20;91;0;1947;50;2272;1906;7972;6007;115
390;390;2007-2008;Amrawati Region;Yawatmal;75494;18186;35527;5458;3433;40;0;1055;9139;395;201;41;56;67;313;3164;113;1634;1728;4623;3952;58
391;391;2007-2008;Amrawati Region;Akola;71772;21633;30166;6523;3495;6;1162;500;8169;450;154;38;25;71;0;3121;57;1577;1499;4158;3522;139
392;392;2007-2008;Amrawati Region;Washim;42608;8004;14616;2242;1778;2;0;436;4437;0;50;17;0;36;0;880;12;785;784;4343;3244;19
393;393;2007-2008;Nagpur(U) Region;Nagpur;300640;237446;260937;64511;20482;842;0;1771;15309;1633;435;303;1170;349;531;11513;1394;10373;5412;4951;4944;1085
394;394;2007-2008;Nagpur(U) Region;Wardha;55872;17087;24889;3682;1645;28;0;153;3932;239;42;15;3;15;0;1188;19;1040;1271;2942;2069;62
395;395;2007-2008;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
396;396;2007-2008;Nagpur(R) Region;Nagpur;46425;14133;12656;2978;1479;33;0;206;1152;845;56;44;118;23;104;2065;47;1598;775;2647;894;208
397;397;2007-2008;Nagpur(R) Region;Gadchiroli;23884;4563;1833;785;872;1;0;220;443;4;17;8;28;58;4;271;12;363;80;2114;1788;7
398;398;2007-2008;Nagpur(R) Region;Chandrapur;98334;34054;38417;9421;5065;51;0;648;6139;358;81;107;85;209;360;7045;137;2346;1601;5590;4305;266
399;399;2007-2008;Nagpur(R) Region;Gondia;47156;12466;14478;3044;1669;0;191;25;539;3;40;31;22;25;4;586;36;726;172;3142;2843;29
400;400;2007-2008;Nagpur(R) Region;Bhandara;42335;8969;17198;1899;1247;10;0;124;941;239;28;31;66;48;157;1082;49;446;245;4760;3095;20
401;401;2008-2009;Greater Mumbai;Mumbai(C);181692;90582;7347;201515;9436;2171;34961;3357;0;4081;1839;18;1033;1039;11;9185;1102;11033;6032;829;832;4001
402;402;2008-2009;Greater Mumbai;Mumbai(W);259169;153025;15203;214427;10419;943;8575;2673;61334;0;2023;900;316;459;0;4735;139;5588;18962;479;113;348
403;403;2008-2009;Greater Mumbai;Mumbai(E);134581;57471;10923;68531;4918;497;5456;1936;43382;0;808;68;287;190;0;2092;532;3358;6345;125;84;856
404;404;2008-2009;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405;405;2008-2009;Thane Region;Thane;428961;159666;13115;261642;36503;5133;3075;20761;81381;1455;6639;259;1531;838;4075;70317;11084;46268;35204;1118;6016;1183
406;406;2008-2009;Thane Region;Kalyan;169152;73451;7154;30157;3804;94;69;2272;33781;371;476;82;162;256;6;7481;603;4236;8011;585;270;298
407;407;2008-2009;Thane Region;Vashi Navi Mumbai;62851;3920;5;51314;3603;570;1;6608;10086;337;2335;166;273;157;5488;11914;3928;4627;10075;31;1546;42
408;408;2008-2009;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;409;2008-2009;Panvel Region;Panvel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;410;2008-2009;Panvel Region;Pen-Raigad;172634;48935;2315;60722;14796;337;160;11501;20208;27;314;303;231;409;7161;16247;1739;10489;6255;1084;3782;3799
411;411;2008-2009;Panvel Region;Ratnagiri;71027;28624;4624;11978;4692;501;55;482;14856;588;207;49;61;179;27;5279;114;4882;4011;497;560;198
412;412;2008-2009;Panvel Region;Sindhudurg;42578;12710;4158;5125;1441;725;1;81;8039;342;36;21;37;76;5;2026;32;2153;1294;426;441;47
413;413;2008-2009;Kolhapur Region;Kolhapur;341785;59576;46133;40787;17958;89;276;433;13137;897;633;49;96;187;25;11939;730;6825;6185;15725;16623;842
414;414;2008-2009;Kolhapur Region;Sangli;212005;40367;38199;21814;11275;352;892;104;7188;873;43;44;29;120;0;6109;360;6091;4637;12684;11808;241
415;415;2008-2009;Kolhapur Region;Satara;215930;27749;31188;19901;11431;101;1791;2138;9101;618;128;81;37;114;0;6997;283;7429;5784;16602;15077;444
416;416;2008-2009;Kolhapur Region;Karad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
417;417;2008-2009;Pune Region;Pune;807767;310134;194312;217283;39063;950;0;12923;60613;5254;5206;422;1380;1008;53;29371;3900;20009;23081;16541;9810;3650
418;418;2008-2009;Pune Region;Solapur;209097;37011;57965;14803;10992;215;0;881;8085;251;104;30;63;142;25;7682;552;7701;4508;11044;11389;123
419;419;2008-2009;Pune Region;Pimpri-Chinchwad;354005;93619;38672;64185;13603;65;0;6557;6018;623;2105;52;464;365;0;10277;558;12185;14709;7596;3502;816
420;420;2008-2009;Pune Region;Baramati;84857;2855;584;7486;3326;18;0;583;998;1;110;9;48;49;6;3869;441;4243;3561;6328;8463;244
421;421;2008-2009;Pune Region;Akluj;47324;6;14;6155;1316;13;0;144;428;45;25;12;6;76;24;947;73;1479;1270;3106;2286;208
422;422;2008-2009;Nashik Region;Nashik;382934;99775;49668;55288;23632;91;1904;1595;23524;826;321;266;196;309;5;8840;425;12308;5866;31492;20222;816
423;423;2008-2009;Nashik Region;Ahmednagar;179957;26618;36210;11599;6673;254;874;617;4573;761;59;21;42;113;4;4905;219;5548;4891;10540;8716;1667
424;424;2008-2009;Nashik Region;Srirampur;190789;11947;21031;12952;8153;776;1371;1135;5046;0;18;129;59;117;1;4710;448;4973;5271;15837;13126;346
425;425;2008-2009;Nashik Region;Malegaon;93952;6316;4104;5659;2666;2;1008;213;6840;2;26;36;7;30;0;4198;104;3424;1160;8376;8678;106
426;426;2008-2009;Dhule Region;Dhule;96539;16693;24929;9394;5268;163;0;2521;9993;641;196;57;21;70;3;7967;307;3538;2634;9995;9336;130
427;427;2008-2009;Dhule Region;Jalgaon;223190;41247;51756;17677;7122;539;31;2376;19520;707;271;79;73;115;0;5691;277;4930;5112;16996;16133;274
428;428;2008-2009;Dhule Region;Nandurbar;32670;739;1535;2125;1335;662;0;218;604;7;18;13;21;13;0;550;60;553;1084;3395;2240;168
429;429;2008-2009;Aurangabad Region;Aurangabad;293798;63908;46770;27501;15516;1009;0;2186;24233;4225;476;394;464;232;0;7611;1862;9720;10320;14088;9508;256
430;430;2008-2009;Aurangabad Region;Jalna;81314;5603;8509;4647;3561;128;0;669;3804;242;9;22;0;110;0;1698;197;1909;2350;7149;4805;161
431;431;2008-2009;Aurangabad Region;Beed;68646;7160;15746;4156;8717;1;0;87;6029;440;74;49;16;7;0;2773;140;2321;3050;5304;4528;27
432;432;2008-2009;Latur Region;Latur;82479;8877;21809;8305;5150;387;0;734;8439;372;155;62;33;41;13;5127;90;2662;3843;6889;5564;51
433;433;2008-2009;Latur Region;Osmanabad;51547;1928;3878;4729;3310;54;0;417;3803;307;7;65;3;20;0;3285;159;3002;2648;5473;3930;123
434;434;2008-2009;Latur Region;Ambejogai;17793;68;1241;1619;1697;0;0;35;2225;0;3;5;0;0;0;1195;39;389;1341;1287;1081;0
435;435;2008-2009;Nanded Region;Nanded;84084;11909;21277;6684;5619;58;0;555;14176;427;284;39;48;98;4;6642;307;1700;1781;3513;2828;18
436;436;2008-2009;Nanded Region;Parbhani;54851;3189;9900;3103;3700;18;309;115;6803;319;44;23;8;95;180;2340;110;1191;1186;3434;2212;111
437;437;2008-2009;Nanded Region;Hingoli;34558;2465;6432;2774;2659;0;0;350;3158;96;126;13;11;47;0;1384;62;1252;512;3736;2749;22
438;438;2008-2009;Amrawati Region;Amrawati;129761;38911;72959;11027;4532;329;0;1095;14182;525;235;41;24;106;0;4926;224;2751;2893;6643;4996;205
439;439;2008-2009;Amrawati Region;Buldhana;98086;8214;20734;3315;3118;186;1363;49;9725;440;133;73;19;94;0;2067;54;2509;2124;8795;6362;124
440;440;2008-2009;Amrawati Region;Yawatmal;84995;19948;36607;6564;3593;38;9;1127;9623;395;209;46;56;70;313;3369;113;1925;1919;5643;4434;58
441;441;2008-2009;Amrawati Region;Akola;78815;25277;30289;7727;3620;8;1162;617;8751;450;155;47;26;83;0;3315;59;1816;1626;4626;3755;164
442;442;2008-2009;Amrawati Region;Washim;47686;8362;14908;2463;1885;2;0;492;4824;0;45;15;0;38;0;896;13;830;881;4844;3507;15
443;443;2008-2009;Nagpur(U) Region;Nagpur;323215;254349;272712;71262;23561;842;0;2126;15310;1642;557;365;1251;362;563;11477;1591;11076;5640;5157;5033;1086
444;444;2008-2009;Nagpur(U) Region;Wardha;61744;17197;26812;4015;1961;61;0;220;4184;239;61;20;6;18;0;1238;22;1153;1578;3701;2320;114
445;445;2008-2009;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446;446;2008-2009;Nagpur(R) Region;Nagpur;60761;17977;15787;4043;2183;33;0;296;1468;1138;84;49;118;29;105;2431;58;1976;888;3625;1130;310
447;447;2008-2009;Nagpur(R) Region;Gadchiroli;26892;5096;1833;863;875;1;0;224;479;4;18;12;30;66;4;278;11;424;100;2289;1864;11
448;448;2008-2009;Nagpur(R) Region;Chandrapur;109202;35980;40135;10854;5191;51;0;697;6454;358;96;125;85;226;423;7462;151;2578;1666;6221;4530;302
449;449;2008-2009;Nagpur(R) Region;Gondia;54238;13113;14709;3380;1747;0;191;37;630;3;43;32;22;29;4;632;40;765;177;3267;2935;34
450;450;2008-2009;Nagpur(R) Region;Bhandara;47946;9709;18016;2178;1366;10;0;145;978;241;29;35;69;58;172;1095;61;447;244;5134;3285;41
451;451;2009-2010;Greater Mumbai;Mumbai(C);191703;96588;7324;207124;8456;2173;36854;3485;0;4410;1807;22;1018;982;11;8569;1019;10881;5812;829;832;4003
452;452;2009-2010;Greater Mumbai;Mumbai(W);283898;155957;14927;233590;10431;943;7322;4429;63092;0;1914;946;315;482;0;4436;144;5776;19683;479;113;348
453;453;2009-2010;Greater Mumbai;Mumbai(E);148512;57641;10929;73877;4953;815;6433;1756;44761;0;778;56;322;204;0;2127;534;3479;6589;31;16;858
454;454;2009-2010;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455;455;2009-2010;Thane Region;Thane;471477;167432;13187;290192;36976;5162;3206;22233;86159;1491;6832;261;1563;968;2838;69345;8891;47972;38659;1151;6591;1816
456;456;2009-2010;Thane Region;Kalyan;193484;73451;7154;35381;3807;94;193;2347;34666;374;513;85;167;275;6;7704;607;4624;8488;683;297;336
457;457;2009-2010;Thane Region;Vashi Navi Mumbai;67938;10790;5;60435;4047;570;1;6797;10534;25;2511;185;291;185;5241;11344;4041;4421;10802;31;2006;52
458;458;2009-2010;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459;459;2009-2010;Panvel Region;Panvel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
460;460;2009-2010;Panvel Region;Pen-Raigad;193158;48935;2315;66190;15909;337;160;11455;20238;30;315;318;266;444;8093;16949;1846;11363;6674;1258;3808;3906
461;461;2009-2010;Panvel Region;Ratnagiri;78412;32487;5065;14091;5041;508;59;497;15054;590;224;48;62;195;27;5537;113;5314;4284;504;570;377
462;462;2009-2010;Panvel Region;Sindhudurg;46924;13741;4366;6107;1424;725;191;80;8258;544;41;21;37;66;2;2171;32;2393;1359;445;448;47
463;463;2009-2010;Kolhapur Region;Kolhapur;384025;62223;46135;46484;18255;81;276;489;13415;897;673;70;99;207;148;12784;759;7666;6704;16289;17157;873
464;464;2009-2010;Kolhapur Region;Sangli;235816;42163;39324;25793;12345;352;1084;132;7436;873;44;55;29;136;1;6377;368;6858;4996;13774;12294;303
465;465;2009-2010;Kolhapur Region;Satara;239735;29942;33265;23639;12410;87;1865;2194;9254;675;125;107;38;125;0;7376;276;8133;6105;17982;16265;550
466;466;2009-2010;Kolhapur Region;Karad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;467;2009-2010;Pune Region;Pune;915400;308733;194452;246286;39527;950;0;14331;61531;5254;5866;441;1380;1091;53;31068;4011;21652;24781;17234;9831;3922
468;468;2009-2010;Pune Region;Solapur;233548;39381;60031;16410;11630;215;140;949;8381;249;84;28;67;164;25;7911;683;8386;5136;11848;11645;102
469;469;2009-2010;Pune Region;Pimpri-Chinchwad;405260;93674;38986;76246;14022;78;0;7455;6273;793;2462;57;474;399;0;11194;716;14558;16876;9072;3817;1064
470;470;2009-2010;Pune Region;Baramati;100331;3126;594;9858;3616;18;0;473;1425;1;96;14;54;54;6;4087;499;4800;3825;7726;9894;295
471;471;2009-2010;Pune Region;Akluj;60733;6;14;7426;1640;13;0;218;745;45;40;14;10;76;35;1159;122;1790;1509;4048;2911;336
472;472;2009-2010;Nashik Region;Nashik;425898;103455;49684;63352;22856;93;1980;1847;23844;826;400;275;196;325;23;9237;446;13761;6458;33998;21240;904
473;473;2009-2010;Nashik Region;Ahmednagar;197661;29573;36619;13705;7199;254;873;725;5206;761;56;23;53;114;4;5035;241;6111;5113;11761;9344;1834
474;474;2009-2010;Nashik Region;Srirampur;212398;13904;21555;15042;8928;776;1453;1189;5528;0;27;143;60;125;1;4775;440;5615;6090;17463;13991;654
475;475;2009-2010;Nashik Region;Malegaon;110237;7286;4144;6347;2992;2;1089;230;7433;2;48;40;9;31;0;4004;105;4126;1352;10626;10616;107
476;476;2009-2010;Dhule Region;Dhule;104173;17945;25691;10427;5629;161;63;2543;10421;634;225;62;21;78;3;8090;312;3689;2917;10628;9759;165
477;477;2009-2010;Dhule Region;Jalgaon;245247;43004;52335;19905;7377;540;31;2445;20941;709;280;96;75;144;0;5978;293;5060;6079;18515;16939;340
478;478;2009-2010;Dhule Region;Nandurbar;38470;1614;1785;2884;1581;964;4;205;603;9;24;13;21;13;0;548;59;632;1219;4167;2661;168
479;479;2009-2010;Aurangabad Region;Aurangabad;331540;65773;46671;29736;16578;623;0;2086;24359;4591;563;448;582;271;0;8048;2222;10971;12286;15237;10186;256
480;480;2009-2010;Aurangabad Region;Jalna;91997;5749;8846;5442;3699;128;0;679;4282;242;6;28;0;111;0;1846;210;1930;2895;7657;5114;194
481;481;2009-2010;Aurangabad Region;Beed;74183;7232;16232;4197;9173;1;0;87;6527;440;89;33;16;7;0;2846;135;2486;3965;5686;4677;27
482;482;2009-2010;Latur Region;Latur;98268;11788;24991;11435;6006;394;62;827;8914;398;144;73;36;38;0;5821;107;3220;4402;7391;5809;101
483;483;2009-2010;Latur Region;Osmanabad;59031;2693;4091;5189;3516;54;3;705;4027;307;14;19;3;31;0;3839;159;3230;2152;5993;4153;213
484;484;2009-2010;Latur Region;Ambejogai;23966;49;1390;2232;1856;0;35;209;2919;0;6;10;0;0;18;1158;48;505;1257;1513;1073;5
485;485;2009-2010;Nanded Region;Nanded;97439;12763;23039;7643;5894;58;0;655;16182;427;303;46;54;105;4;6316;309;1805;2411;3688;2957;25
486;486;2009-2010;Nanded Region;Parbhani;63629;3392;10046;3660;3865;18;311;75;7706;319;32;30;8;99;200;2491;113;1214;1666;4178;2433;175
487;487;2009-2010;Nanded Region;Hingoli;39862;2465;6451;3076;2977;0;0;346;3519;96;112;13;17;47;0;1435;62;1423;621;4014;2911;29
488;488;2009-2010;Amrawati Region;Amrawati;149522;40400;74731;13098;4719;329;0;1107;14788;527;254;47;25;173;0;5456;224;3188;3024;7077;5366;223
489;489;2009-2010;Amrawati Region;Buldhana;107467;8809;21674;3788;3428;186;0;1407;10839;440;133;83;19;118;0;2158;55;2865;2300;9642;6887;132
490;490;2009-2010;Amrawati Region;Yawatmal;97431;23943;38099;7571;3946;38;0;1147;10381;395;231;62;65;79;328;3493;113;2193;2044;6158;4857;58
491;491;2009-2010;Amrawati Region;Akola;89006;29627;30368;9320;3709;9;0;1816;9408;449;156;60;26;120;0;3520;60;2127;1824;5224;4196;184
492;492;2009-2010;Amrawati Region;Washim;53343;8976;15030;2770;2027;2;0;496;5377;0;41;21;0;52;0;907;16;948;971;5152;3789;16
493;493;2009-2010;Nagpur(U) Region;Nagpur;350638;271318;283371;79639;26181;842;0;2388;16058;1715;672;513;1292;454;867;12193;2016;11750;5792;5292;5166;1102
494;494;2009-2010;Nagpur(U) Region;Wardha;68450;17197;29317;4503;2185;61;0;269;4676;240;66;26;11;26;1;1295;23;1326;1722;4025;2511;139
495;495;2009-2010;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496;496;2009-2010;Nagpur(R) Region;Nagpur;75090;20734;19608;5516;3271;33;0;356;2018;1439;124;94;113;42;159;2810;75;2439;1012;4659;1436;370
497;497;2009-2010;Nagpur(R) Region;Gadchiroli;30637;5846;1879;1172;915;1;0;236;541;4;24;15;30;81;4;284;13;476;114;2597;1994;11
498;498;2009-2010;Nagpur(R) Region;Chandrapur;122687;37855;41896;12987;5561;54;61;723;6813;358;113;149;88;260;511;7599;168;2916;1718;6764;4887;356
499;499;2009-2010;Nagpur(R) Region;Gondia;63349;13812;14897;3897;1895;0;221;45;773;3;62;35;25;48;4;739;40;931;194;3617;3173;48
500;500;2009-2010;Nagpur(R) Region;Bhandara;54133;11194;18477;2597;1506;10;0;174;1027;241;34;37;66;59;164;1082;62;551;258;5588;3458;42
501;501;2010-2011;Greater Mumbai;Mumbai(C);203033;103867;7325;219044;8607;2173;27307;3792;0;4850;1269;17;513;585;11;2561;117;10658;4931;129;82;305
502;502;2010-2011;Greater Mumbai;Mumbai(W);310162;166970;14785;255534;10412;936;8246;3296;64101;0;2143;1181;315;524;0;4416;143;5995;20459;479;113;348
503;503;2010-2011;Greater Mumbai;Mumbai(E);167344;60421;10922;87948;4873;834;6267;2006;44614;0;759;146;320;219;0;720;111;3503;6671;31;9;859
504;504;2010-2011;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
505;505;2010-2011;Thane Region;Thane;526862;181588;13255;312489;36884;5161;3442;24302;86668;1686;7316;280;1615;1210;3923;70460;9405;50709;45324;1273;7145;2263
506;506;2010-2011;Thane Region;Kalyan;227026;73704;7154;44940;4056;94;215;2508;34803;384;584;91;174;299;8;8296;613;5265;9458;713;303;354
507;507;2010-2011;Thane Region;Vashi Navi Mumbai;84574;11146;5;70947;4219;570;1;7255;10978;141;2730;202;321;210;4783;11109;4019;3902;11577;31;2657;72
508;508;2010-2011;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;509;2010-2011;Panvel Region;Panvel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510;510;2010-2011;Panvel Region;Pen-Raigad;214438;48935;2315;71397;17026;337;160;11648;20182;46;335;338;311;458;9546;17506;2082;12181;6962;1443;3846;4182
511;511;2010-2011;Panvel Region;Ratnagiri;85843;36336;5396;16698;5603;510;59;518;15426;579;260;61;86;204;37;5961;113;6304;4512;523;581;416
512;512;2010-2011;Panvel Region;Sindhudurg;51902;15303;4689;7422;1717;725;238;80;7966;1076;43;18;38;76;2;2636;34;2716;1436;474;458;47
513;513;2010-2011;Kolhapur Region;Kolhapur;436372;67356;46702;53113;19246;81;328;560;13661;897;737;116;106;216;211;13287;826;9615;8332;17706;18331;1150
514;514;2010-2011;Kolhapur Region;Sangli;267836;44717;42034;30923;14014;352;1255;139;7441;823;44;76;31;154;1;7246;444;8221;5464;15653;13373;482
515;515;2010-2011;Kolhapur Region;Satara;270370;33797;36423;28557;13455;87;1977;2463;9522;536;134;158;44;145;0;8280;289;9536;6546;19701;17283;707
516;516;2010-2011;Kolhapur Region;Karad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517;517;2010-2011;Pune Region;Pune;1049463;307220;194515;284780;40205;950;0;15902;62889;5536;6002;1659;640;1145;53;34435;4330;23771;26889;17883;9887;4460
518;518;2010-2011;Pune Region;Solapur;260041;42577;62313;18359;12435;215;140;949;8648;263;50;31;82;175;25;8215;724;8904;6010;13145;12559;84
519;519;2010-2011;Pune Region;Pimpri-Chinchwad;480654;93602;38980;96833;14490;78;0;8985;6584;1060;3065;57;474;438;0;12715;889;17668;19303;10540;4107;1585
520;520;2010-2011;Pune Region;Baramati;121313;4118;605;12451;3941;20;0;358;1490;5;93;12;55;59;6;4461;500;5481;4188;9509;11464;351
521;521;2010-2011;Pune Region;Akluj;77475;6;14;8691;2025;13;0;233;1033;45;49;14;10;77;46;1493;125;2397;1474;5043;3671;420
522;522;2010-2011;Nashik Region;Nashik;479761;110279;49781;72624;23089;93;2091;2004;23889;926;568;316;197;352;25;10009;520;16399;6822;37727;22913;1074
523;523;2010-2011;Nashik Region;Ahmednagar;221990;33840;37074;17095;8088;254;877;930;5349;762;60;29;57;127;4;5606;274;7425;5469;13820;11334;2021
524;524;2010-2011;Nashik Region;Srirampur;247838;18425;26320;17743;9833;784;1610;1329;5692;0;46;162;60;126;62;5048;438;5889;7077;19277;15043;820
525;525;2010-2011;Nashik Region;Malegaon;127840;7658;4585;7790;3022;2;1171;251;7692;2;48;67;9;40;0;3810;105;4468;1812;12782;12304;108
526;526;2010-2011;Dhule Region;Dhule;118770;19365;26900;12128;3379;148;124;2582;10800;629;245;71;77;84;2;8484;358;3893;4203;11961;11696;232
527;527;2010-2011;Dhule Region;Jalgaon;275070;48119;53120;22025;7722;541;287;2464;21998;709;278;114;79;151;0;6462;300;5381;7520;20738;18125;369
528;528;2010-2011;Dhule Region;Nandurbar;46111;3916;1859;4103;2042;1146;36;196;614;9;28;12;21;15;0;686;58;867;1694;5261;3192;170
529;529;2010-2011;Aurangabad Region;Aurangabad;371454;66426;46555;32043;18387;344;0;1970;24665;4936;622;507;742;313;0;8492;2600;12641;14290;16658;11008;256
530;530;2010-2011;Aurangabad Region;Jalna;109074;6086;9728;6342;3883;128;0;690;4569;242;14;49;0;111;0;2053;212;2017;3558;8489;5470;219
531;531;2010-2011;Aurangabad Region;Beed;81113;7451;16452;4271;9649;1;0;81;6981;440;107;16;16;7;0;3009;127;2808;4811;6071;4812;27
532;532;2010-2011;Latur Region;Latur;112497;13620;27508;13582;6806;394;67;891;9473;398;144;97;36;43;0;6140;120;3713;5058;7955;6037;178
533;533;2010-2011;Latur Region;Osmanabad;69236;3789;4341;5888;3803;54;3;797;4179;307;14;23;5;33;0;4224;160;3521;2247;6839;4403;236
534;534;2010-2011;Latur Region;Ambejogai;31298;412;1566;2634;1974;0;35;224;3012;0;6;17;1;1;29;1285;62;730;1769;2171;1464;24
535;535;2010-2011;Nanded Region;Nanded;115242;13553;24239;9359;7118;58;221;673;17753;427;343;74;57;105;4;7020;310;2765;2952;3727;3058;95
